core_id,layer_group_id,layer_group_type,duration(us),inst_num,cache_miss,ALU,LT(Cycles),CT(Cycles),iodma_rd(B),iodma_wr(B),shrm_rd(B),shrm_wr(B),broadcast(B)
0,8138,INIT_SYNC,14.76,118,5,35,0,0,128,25472,0,0,0
0,8139,NOTIFY,4.28,114,5,35,0,1,128,256,0,0,0
0,RPAS_7493,STRIDEDSLICE,8.08,96,4,27,0,0,0,128,0,0,0
0,RPAS_7494,STRIDEDSLICE,5.68,96,4,27,0,0,0,128,0,0,0
0,RPAS_8212,NOTIFY,4.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_7495,STRIDEDSLICE,6.2,96,4,27,0,0,0,128,0,0,0
0,RPAS_7496,STRIDEDSLICE,11.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8213,NOTIFY,4.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_7497,STRIDEDSLICE,8.2,96,4,27,0,0,0,128,0,0,0
0,RPAS_7498,STRIDEDSLICE,5.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8214,NOTIFY,4.72,96,4,27,0,0,0,128,0,0,0
0,RPAS_7499,STRIDEDSLICE,9.72,96,4,27,0,0,0,128,0,0,0
0,RPAS_7500,STRIDEDSLICE,10.08,96,4,27,0,0,0,128,0,0,0
0,RPAS_8215,NOTIFY,4.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_8436,POLL,4.12,96,4,27,0,0,0,128,0,0,0
0,5652,TFU,2687.52,37670,76,1238,463104,302962,0,128,1065792,4177920,0
0,RPAS_8140,NOTIFY,5.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_8508,POLL,5.48,96,4,27,0,0,0,128,0,0,0
0,RPAS_7501,ACTIVE,4.64,96,4,27,0,0,0,128,0,0,0
0,RPAS_8216,NOTIFY,4.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8437,POLL,3.28,96,4,27,0,0,0,128,0,0,0
0,5653,TFU,2696.32,5935,3,856,347904,307908,0,128,9103680,2048000,0
0,RPAS_8141,NOTIFY,5.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_8509,POLL,6,96,4,27,0,0,0,128,0,0,0
0,RPAS_7502,ACTIVE,5.48,96,4,27,0,0,0,128,0,0,0
0,RPAS_8217,NOTIFY,17.88,96,4,27,0,0,0,128,0,0,0
0,RPAS_8510,POLL,5,96,4,27,0,0,0,128,0,0,0
0,RPAS_7503,MULT,2.84,96,4,27,0,0,0,128,0,0,0
0,RPAS_7944,SPLIT,4.44,96,4,27,0,0,0,128,0,0,0
0,7504,CONV,413.92,273,5,89,9600,22406,512768,256128,0,2048,24576
0,7509,CONV,396.8,273,5,89,9600,22406,512896,256128,0,2048,24576
0,7507,ACTIVE,74.04,262,9,96,0,10105,257920,256128,0,0,0
0,7512,ACTIVE,70.04,262,9,96,0,10105,257920,256128,0,0,0
0,7508,MULT,295.2,208,8,71,0,2000,512128,256128,0,0,0
0,RPAS_7946,CONCAT,3.72,96,4,27,0,0,0,128,0,0,0
0,RPAS_8322,NOTIFY,4.32,96,4,27,0,0,0,128,0,0,0
0,7513,MULT,142.32,206,8,69,0,2000,512000,256128,0,0,0
0,7514,CONV,268.04,252,5,87,6400,19206,256768,256128,0,2048,16384
0,7517,ACTIVE,231.08,266,9,100,0,10105,258432,256128,0,0,0
0,RPAS_7931,CONCAT,4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8314,NOTIFY,4.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_7930,CONCAT,3.6,96,4,27,0,0,0,128,0,0,0
0,RPAS_8313,NOTIFY,4.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_8438,POLL,4,96,4,27,0,0,0,128,0,0,0
0,5654,TFU,1088.56,1558,4,228,230976,115336,0,128,2496640,1024000,0
0,RPAS_8142,NOTIFY,5.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8511,POLL,5.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_7518,ACTIVE,5.48,96,4,27,0,0,0,128,0,0,0
0,RPAS_7933,SPLIT,5.92,96,4,27,0,0,0,128,0,0,0
0,RPAS_8649,POLL,4.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_7932,SPLIT,4.6,96,4,27,0,0,0,128,0,0,0
0,7519,MULT,415.56,210,8,73,0,2000,512256,256128,0,0,0
0,7520,ADD,156.12,206,8,69,0,2000,512000,256128,0,0,0
0,7521,CONV,293.88,252,5,87,6400,19206,256896,256128,0,2048,16384
0,7524,ACTIVE,186.36,266,9,100,0,10105,258176,256128,0,0,0
0,7935,CONCAT,5.2,106,5,30,0,0,0,128,0,0,0
0,8316,NOTIFY,25.92,114,5,35,0,1,128,256,0,0,0
0,RPAS_7934,CONCAT,4.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_8315,NOTIFY,2,96,4,27,0,0,0,128,0,0,0
0,RPAS_8439,POLL,2.48,96,4,27,0,0,0,128,0,0,0
0,5655,TFU,1082.92,1558,5,228,230976,115336,0,128,2496640,1024000,0
0,RPAS_8143,NOTIFY,4.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_7525,ACTIVE,4.48,96,4,27,0,0,0,128,0,0,0
0,RPAS_7936,SPLIT,3.88,96,4,27,0,0,0,128,0,0,0
0,RPAS_8650,POLL,4.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_7937,SPLIT,6.56,96,4,27,0,0,0,128,0,0,0
0,7526,MULT,345.48,210,8,73,0,2000,512256,256128,0,0,0
0,7527,ADD,134.12,206,8,69,0,2000,512000,256128,0,0,0
0,7528,CONV,298.48,252,5,87,6400,19206,256768,256128,0,2048,16384
0,7531,ACTIVE,206.56,266,9,100,0,10105,258432,256128,0,0,0
0,RPAS_7938,CONCAT,4.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8317,NOTIFY,4.16,96,4,27,0,0,0,128,0,0,0
0,RPAS_7939,CONCAT,3.96,96,4,27,0,0,0,128,0,0,0
0,RPAS_8318,NOTIFY,4.68,96,4,27,0,0,0,128,0,0,0
0,RPAS_8440,POLL,4.76,96,4,27,0,0,0,128,0,0,0
0,5656,TFU,1087.4,1558,6,228,230976,115336,0,128,2496640,1024000,0
0,RPAS_8144,NOTIFY,5.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_8512,POLL,5.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_7532,ACTIVE,5.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_7941,SPLIT,5.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_8651,POLL,5.76,96,4,27,0,0,0,128,0,0,0
0,RPAS_7940,SPLIT,7.68,96,4,27,0,0,0,128,0,0,0
0,7533,MULT,350.68,210,8,73,0,2000,512256,256128,0,0,0
0,7534,ADD,300,208,8,71,0,2000,512128,256128,0,0,0
0,7535,CONV,362.16,254,5,89,6400,19206,257024,256128,0,2048,16384
0,RPAS_7945,CONCAT,4.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_8321,NOTIFY,4.64,96,4,27,0,0,0,128,0,0,0
0,7538,ACTIVE,317.44,266,9,100,0,10105,258176,256128,0,0,0
0,RPAS_7943,CONCAT,4.2,96,4,27,0,0,0,128,0,0,0
0,RPAS_8320,NOTIFY,4.72,96,4,27,0,0,0,128,0,0,0
0,RPAS_7942,CONCAT,4.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8319,NOTIFY,4.08,96,4,27,0,0,0,128,0,0,0
0,RPAS_8441,POLL,4.88,96,4,27,0,0,0,128,0,0,0
0,5657,TFU,1117,1558,5,228,230976,115336,0,128,2496640,1024000,0
0,RPAS_8145,NOTIFY,5.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_8513,POLL,5.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_7539,ACTIVE,4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8218,NOTIFY,4.6,96,4,27,0,0,0,128,0,0,0
0,RPAS_8514,POLL,4.16,96,4,27,0,0,0,128,0,0,0
0,RPAS_7540,MULT,3.44,96,4,27,0,0,0,128,0,0,0
0,RPAS_8219,NOTIFY,3.2,96,4,27,0,0,0,128,0,0,0
0,RPAS_8442,POLL,3.48,96,4,27,0,0,0,128,0,0,0
0,5658,TFU,1188.64,5418,3,277,58176,128288,0,128,3072000,2048000,0
0,RPAS_8146,NOTIFY,4.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_8515,POLL,6,96,4,27,0,0,0,128,0,0,0
0,RPAS_7541,ACTIVE,6.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8220,NOTIFY,4.6,96,4,27,0,0,0,128,0,0,0
0,RPAS_8443,POLL,2.88,96,4,27,0,0,0,128,0,0,0
0,5659,TFU,1516,5487,3,856,261504,151174,0,128,5878400,1228800,0
0,RPAS_8147,NOTIFY,6.16,96,4,27,0,0,0,128,0,0,0
0,RPAS_8516,POLL,5.92,96,4,27,0,0,0,128,0,0,0
0,RPAS_7542,ACTIVE,6.08,96,4,27,0,0,0,128,0,0,0
0,RPAS_8221,NOTIFY,5.44,96,4,27,0,0,0,128,0,0,0
0,RPAS_8517,POLL,4.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_7543,MULT,4.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_7993,SPLIT,4.24,96,4,27,0,0,0,128,0,0,0
0,7544,CONV,192.64,206,5,83,6000,8808,257024,128128,0,2048,61440
0,7549,CONV,202.24,206,5,83,6000,8808,257024,128128,0,2048,61440
0,7547,ACTIVE,45.04,262,9,96,0,5105,129920,128128,0,0,0
0,7552,ACTIVE,45.4,262,9,96,0,5105,129920,128128,0,0,0
0,7548,MULT,153.96,192,8,68,0,1000,256128,128128,0,0,0
0,RPAS_7994,CONCAT,6.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8347,NOTIFY,5.32,96,4,27,0,0,0,128,0,0,0
0,7553,MULT,88.88,190,8,66,0,1000,256000,128128,0,0,0
0,7554,CONV,172.64,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7557,ACTIVE,196.16,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7947,CONCAT,4.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8323,NOTIFY,4.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_7948,CONCAT,4.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8324,NOTIFY,4.32,96,4,27,0,0,0,128,0,0,0
0,8444,POLL,12.44,148,5,53,0,500,512,384,0,0,0
0,5660,TFU,593.52,1558,8,228,130176,48540,0,128,1486080,512000,0
0,8148,NOTIFY,7.28,117,5,36,0,1,128,384,0,0,0
0,RPAS_8518,POLL,5.56,96,4,27,0,0,0,128,0,0,0
0,RPAS_7558,ACTIVE,4.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_7950,SPLIT,4.72,96,4,27,0,0,0,128,0,0,0
0,RPAS_8652,POLL,6.6,96,4,27,0,0,0,128,0,0,0
0,RPAS_7949,SPLIT,6.92,96,4,27,0,0,0,128,0,0,0
0,7559,MULT,216,194,8,70,0,1000,256256,128128,0,0,0
0,7560,ADD,72.2,190,8,66,0,1000,256000,128128,0,0,0
0,7561,CONV,118.6,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7564,ACTIVE,132.88,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7952,CONCAT,4.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_8326,NOTIFY,5.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_7951,CONCAT,21,96,4,27,0,0,0,128,0,0,0
0,RPAS_8325,NOTIFY,3.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_8445,POLL,3.6,96,4,27,0,0,0,128,0,0,0
0,5661,TFU,595.36,1558,5,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8149,NOTIFY,5,96,4,27,0,0,0,128,0,0,0
0,RPAS_8519,POLL,5.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_7565,ACTIVE,5.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_7953,SPLIT,7.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_8653,POLL,5.52,96,4,27,0,0,0,128,0,0,0
0,RPAS_7954,SPLIT,5.92,96,4,27,0,0,0,128,0,0,0
0,7566,MULT,198.2,194,8,70,0,1000,256256,128128,0,0,0
0,7567,ADD,80.8,190,8,66,0,1000,256000,128128,0,0,0
0,7568,CONV,97.04,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7571,ACTIVE,97.2,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7956,CONCAT,4.2,96,4,27,0,0,0,128,0,0,0
0,RPAS_8328,NOTIFY,4.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_7955,CONCAT,4.16,96,4,27,0,0,0,128,0,0,0
0,RPAS_8327,NOTIFY,4.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_8446,POLL,4.24,96,4,27,0,0,0,128,0,0,0
0,5662,TFU,602.04,1558,8,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8150,NOTIFY,4.96,96,4,27,0,0,0,128,0,0,0
0,RPAS_8520,POLL,4.76,96,4,27,0,0,0,128,0,0,0
0,RPAS_7572,ACTIVE,5.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_7958,SPLIT,5.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_8654,POLL,5.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_7957,SPLIT,4.84,96,4,27,0,0,0,128,0,0,0
0,7573,MULT,199.2,194,8,70,0,1000,256256,128128,0,0,0
0,7574,ADD,79.36,190,8,66,0,1000,256000,128128,0,0,0
0,7575,CONV,103.84,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7578,ACTIVE,110.8,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7959,CONCAT,4.16,96,4,27,0,0,0,128,0,0,0
0,RPAS_8329,NOTIFY,4.48,96,4,27,0,0,0,128,0,0,0
0,RPAS_7960,CONCAT,4.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_8330,NOTIFY,4.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_8447,POLL,4.32,96,4,27,0,0,0,128,0,0,0
0,5663,TFU,597.28,1558,7,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8151,NOTIFY,4.44,96,4,27,0,0,0,128,0,0,0
0,RPAS_8521,POLL,5,96,4,27,0,0,0,128,0,0,0
0,RPAS_7579,ACTIVE,4.92,96,4,27,0,0,0,128,0,0,0
0,RPAS_7962,SPLIT,5,96,4,27,0,0,0,128,0,0,0
0,8655,POLL,13.32,140,5,50,0,500,384,256,0,0,0
0,7961,SPLIT,5,106,5,30,0,0,0,128,0,0,0
0,7580,MULT,185.12,194,8,70,0,1000,256256,128128,0,0,0
0,7581,ADD,79.08,190,8,66,0,1000,256000,128128,0,0,0
0,7582,CONV,124.8,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7585,ACTIVE,117.8,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7963,CONCAT,4.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_8331,NOTIFY,4.2,96,4,27,0,0,0,128,0,0,0
0,RPAS_7964,CONCAT,3.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_8332,NOTIFY,3.16,96,4,27,0,0,0,128,0,0,0
0,RPAS_8448,POLL,4.2,96,4,27,0,0,0,128,0,0,0
0,5664,TFU,598.96,1558,6,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8152,NOTIFY,3.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_8522,POLL,4.56,96,4,27,0,0,0,128,0,0,0
0,RPAS_7586,ACTIVE,13.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_7966,SPLIT,4.84,96,4,27,0,0,0,128,0,0,0
0,RPAS_8656,POLL,5.16,96,4,27,0,0,0,128,0,0,0
0,RPAS_7965,SPLIT,5.04,96,4,27,0,0,0,128,0,0,0
0,7587,MULT,191.56,194,8,70,0,1000,256256,128128,0,0,0
0,7588,ADD,78.68,190,8,66,0,1000,256000,128128,0,0,0
0,7589,CONV,103.56,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7592,ACTIVE,180.04,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7968,CONCAT,4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8334,NOTIFY,5.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_7967,CONCAT,4.64,96,4,27,0,0,0,128,0,0,0
0,RPAS_8333,NOTIFY,5.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8449,POLL,3.84,96,4,27,0,0,0,128,0,0,0
0,5665,TFU,606.92,1558,8,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8153,NOTIFY,6,96,4,27,0,0,0,128,0,0,0
0,RPAS_8523,POLL,5.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_7593,ACTIVE,6,96,4,27,0,0,0,128,0,0,0
0,RPAS_7970,SPLIT,6,96,4,27,0,0,0,128,0,0,0
0,RPAS_8657,POLL,4.88,96,4,27,0,0,0,128,0,0,0
0,RPAS_7969,SPLIT,5.2,96,4,27,0,0,0,128,0,0,0
0,7594,MULT,176.04,194,8,70,0,1000,256256,128128,0,0,0
0,7595,ADD,85.32,190,8,66,0,1000,256000,128128,0,0,0
0,7596,CONV,171,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7599,ACTIVE,150.36,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7971,CONCAT,4.2,96,4,27,0,0,0,128,0,0,0
0,RPAS_8335,NOTIFY,5.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_7972,CONCAT,4.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_8336,NOTIFY,4.76,96,4,27,0,0,0,128,0,0,0
0,RPAS_8450,POLL,4.92,96,4,27,0,0,0,128,0,0,0
0,5666,TFU,602.32,1558,4,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8154,NOTIFY,3.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_8524,POLL,3.92,96,4,27,0,0,0,128,0,0,0
0,RPAS_7600,ACTIVE,3.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_7974,SPLIT,4.92,96,4,27,0,0,0,128,0,0,0
0,RPAS_8658,POLL,5.64,96,4,27,0,0,0,128,0,0,0
0,RPAS_7973,SPLIT,6.72,96,4,27,0,0,0,128,0,0,0
0,7601,MULT,167.04,194,8,70,0,1000,256256,128128,0,0,0
0,7602,ADD,89.08,190,8,66,0,1000,256000,128128,0,0,0
0,7603,CONV,174.84,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7606,ACTIVE,156.24,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7976,CONCAT,4.52,96,4,27,0,0,0,128,0,0,0
0,RPAS_8338,NOTIFY,4.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_7975,CONCAT,5.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8337,NOTIFY,4.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_8451,POLL,4.76,96,4,27,0,0,0,128,0,0,0
0,5667,TFU,600.64,1558,8,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8155,NOTIFY,4.56,96,4,27,0,0,0,128,0,0,0
0,RPAS_8525,POLL,5.68,96,4,27,0,0,0,128,0,0,0
0,RPAS_7607,ACTIVE,32.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_7978,SPLIT,6.08,96,4,27,0,0,0,128,0,0,0
0,RPAS_8659,POLL,4.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_7977,SPLIT,3.92,96,4,27,0,0,0,128,0,0,0
0,7608,MULT,200.52,194,8,70,0,1000,256256,128128,0,0,0
0,7609,ADD,78.92,190,8,66,0,1000,256000,128128,0,0,0
0,7610,CONV,125.52,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7613,ACTIVE,163.76,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7980,CONCAT,4.88,96,4,27,0,0,0,128,0,0,0
0,RPAS_8340,NOTIFY,4.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_7979,CONCAT,4.72,96,4,27,0,0,0,128,0,0,0
0,RPAS_8339,NOTIFY,4.76,96,4,27,0,0,0,128,0,0,0
0,RPAS_8452,POLL,4.4,96,4,27,0,0,0,128,0,0,0
0,5668,TFU,590.88,1558,5,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8156,NOTIFY,2.96,96,4,27,0,0,0,128,0,0,0
0,RPAS_8526,POLL,2.88,96,4,27,0,0,0,128,0,0,0
0,RPAS_7614,ACTIVE,3.44,96,4,27,0,0,0,128,0,0,0
0,RPAS_7982,SPLIT,4.04,96,4,27,0,0,0,128,0,0,0
0,8660,POLL,8.16,140,5,50,0,500,384,256,0,0,0
0,7981,SPLIT,2.88,106,5,30,0,0,0,128,0,0,0
0,7615,MULT,207.6,194,8,70,0,1000,256256,128128,0,0,0
0,7616,ADD,78.72,190,8,66,0,1000,256000,128128,0,0,0
0,7617,CONV,93.8,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7620,ACTIVE,119.04,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7983,CONCAT,4.52,96,4,27,0,0,0,128,0,0,0
0,RPAS_8341,NOTIFY,4.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_7984,CONCAT,5.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_8342,NOTIFY,4.84,96,4,27,0,0,0,128,0,0,0
0,RPAS_8453,POLL,5.16,96,4,27,0,0,0,128,0,0,0
0,5669,TFU,597.64,1558,8,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8157,NOTIFY,4.88,96,4,27,0,0,0,128,0,0,0
0,RPAS_8527,POLL,4.6,96,4,27,0,0,0,128,0,0,0
0,RPAS_7621,ACTIVE,3.56,96,4,27,0,0,0,128,0,0,0
0,RPAS_7986,SPLIT,3.84,96,4,27,0,0,0,128,0,0,0
0,RPAS_8661,POLL,4.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_7985,SPLIT,3.08,96,4,27,0,0,0,128,0,0,0
0,7622,MULT,215.28,194,8,70,0,1000,256256,128128,0,0,0
0,7623,ADD,80.68,190,8,66,0,1000,256000,128128,0,0,0
0,7624,CONV,93.84,210,5,83,3600,7208,129024,128128,0,2048,36864
0,7627,ACTIVE,92.2,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7988,CONCAT,5.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_8344,NOTIFY,4.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_7987,CONCAT,3.64,96,4,27,0,0,0,128,0,0,0
0,RPAS_8343,NOTIFY,5.08,96,4,27,0,0,0,128,0,0,0
0,RPAS_8454,POLL,4.92,96,4,27,0,0,0,128,0,0,0
0,5670,TFU,612.32,1558,6,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8158,NOTIFY,5.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_8528,POLL,5.2,96,4,27,0,0,0,128,0,0,0
0,RPAS_7628,ACTIVE,5.6,96,4,27,0,0,0,128,0,0,0
0,RPAS_7989,SPLIT,6.32,96,4,27,0,0,0,128,0,0,0
0,RPAS_8662,POLL,6.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_7990,SPLIT,5.24,96,4,27,0,0,0,128,0,0,0
0,7629,MULT,181,194,8,70,0,1000,256256,128128,0,0,0
0,7630,ADD,159.36,192,8,68,0,1000,256128,128128,0,0,0
0,7631,CONV,119.84,212,5,85,3600,7208,129152,128128,0,2048,36864
0,RPAS_7995,CONCAT,4.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_8348,NOTIFY,3.92,96,4,27,0,0,0,128,0,0,0
0,7634,ACTIVE,102.36,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_7991,CONCAT,4.52,96,4,27,0,0,0,128,0,0,0
0,RPAS_8345,NOTIFY,4.92,96,4,27,0,0,0,128,0,0,0
0,RPAS_7992,CONCAT,4.72,96,4,27,0,0,0,128,0,0,0
0,RPAS_8346,NOTIFY,3.96,96,4,27,0,0,0,128,0,0,0
0,RPAS_8455,POLL,5.8,96,4,27,0,0,0,128,0,0,0
0,5671,TFU,595.48,1558,4,228,130176,48540,0,128,1486080,512000,0
0,RPAS_8159,NOTIFY,5.64,96,4,27,0,0,0,128,0,0,0
0,8529,POLL,22.96,140,5,50,0,500,384,256,0,0,0
0,7635,ACTIVE,277.16,802,5,262,0,80858,2050176,2048128,0,0,0
0,8222,NOTIFY,3.28,114,5,35,0,1,128,256,0,0,0
0,RPAS_8530,POLL,2.08,96,4,27,0,0,0,128,0,0,0
0,RPAS_7636,MULT,2.28,96,4,27,0,0,0,128,0,0,0
0,RPAS_8223,NOTIFY,2.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8456,POLL,3.12,96,4,27,0,0,0,128,0,0,0
0,5672,TFU,603.28,3370,3,277,40576,53088,0,128,1536000,1024000,0
0,RPAS_8160,NOTIFY,5.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_8531,POLL,6.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_7637,ACTIVE,4.52,96,4,27,0,0,0,128,0,0,0
0,RPAS_8224,NOTIFY,4.6,96,4,27,0,0,0,128,0,0,0
0,RPAS_8532,POLL,30.8,96,4,27,0,0,0,128,0,0,0
0,RPAS_7638,MULT,3.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_8225,NOTIFY,2.88,96,4,27,0,0,0,128,0,0,0
0,RPAS_8663,POLL,2.84,96,4,27,0,0,0,128,0,0,0
0,RPAS_7996,SPLIT,3.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_7640,MOVE,2.88,96,4,27,0,0,0,128,0,0,0
0,7639,CONV,654.24,455,5,116,54000,21820,1025024,128128,0,2048,552960
0,7642,ACTIVE,65.12,262,9,96,0,5105,129920,128128,0,0,0
0,7643,MULT,85.96,192,8,68,0,1000,256128,128128,0,0,0
0,7644,CONV,85.96,177,5,73,6000,6402,128256,256128,0,2048,61440
0,RPAS_7646,ADD,4.36,96,4,27,0,0,0,128,0,0,0
0,RPAS_8226,NOTIFY,5.48,96,4,27,0,0,0,128,0,0,0
0,8533,POLL,224.6,3290,5,1520,0,105500,27264,256,0,0,0
0,7647,ADD,161.4,244,10,94,0,6010,513920,256128,0,0,0
0,8227,NOTIFY,5,117,5,36,0,1,128,384,0,0,0
0,7997,CONCAT,100.24,255,8,106,0,0,256384,307328,0,0,0
0,7651,CONV,168.24,177,5,73,6000,6402,256256,128128,0,2048,61440
0,RPAS_7653,ADD,10.04,96,4,27,0,0,0,128,0,0,0
0,RPAS_8534,POLL,7.08,96,4,27,0,0,0,128,0,0,0
0,RPAS_7649,ACTIVE,6.12,96,4,27,0,0,0,128,0,0,0
0,RPAS_8228,NOTIFY,4.88,96,4,27,0,0,0,128,0,0,0
0,7655,ACTIVE,80.48,266,9,100,0,5105,130176,128128,0,0,0
0,RPAS_8535,POLL,6.16,96,4,27,0,0,0,128,0,0,0
0,RPAS_7650,MULT,6.4,96,4,27,0,0,0,128,0,0,0
0,RPAS_8070,CONCAT,6.24,96,4,27,0,0,0,128,0,0,0
0,RPAS_8399,NOTIFY,5.92,96,4,27,0,0,0,128,0,0,0
0,RPAS_7656,MULT,4,96,4,27,0,0,0,128,0,0,0
0,7657,CONV,85,179,5,71,3600,4802,128128,128128,0,2048,36864
0,7659,ADD,95.72,256,11,95,0,3606,257152,153728,0,0,0
0,8229,NOTIFY,5.84,117,5,36,0,1,128,384,0,0,0
0,8002,CONCAT,106.64,183,8,70,0,0,256384,307328,0,0,0
0,RPAS_8536,POLL,2.84,96,4,27,0,0,0,128,0,0,0
